timestamp	id	a_A	a_B	a_C	a_D	a_E	b_A	b_B	b_C	c_A	c_B	c_C	d
2026-07-28T07:07:00Z	11	gyógyszer	500+ keresés	trending_up	Aktív	2 órája	500+	arrow_upward	1 000%	2 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	12	dunaújváros pase	2 E+ keresés	trending_up	Aktív	16 órája	2 E+	arrow_upward	1 000%	16 órával ezelőtt	trending_up	Aktív	dunaújváros fc
2026-07-28T07:07:00Z	13	katasztrófa	500+ keresés	trending_up	Aktív	3 órája	500+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	14	hvg	1 E+ keresés	trending_up	Aktív	3 órája	1 E+	arrow_upward	100%	3 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	15	galatasaray–venezia	1 E+ keresés	trending_up	Aktív	12 órája	1 E+	arrow_upward	1 000%	12 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	16	a fifa elnöke	500+ keresés	trending_up	Aktív	13 órája	500+	arrow_upward	600%	13 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	17	playstation	500+ keresés	trending_up	Aktív	7 órája	500+	arrow_upward	600%	7 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	18	szolnoki péter temetése	500+ keresés	trending_up	Aktív	17 órája	500+	arrow_upward	600%	17 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	19	palikék világa	200+ keresés	trending_up	Aktív	2 órája	200+	arrow_upward	500%	2 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	20	kisalföld	2 E+ keresés	timelapse	Eddig tartott: 14 óra	15 órája	2 E+	arrow_upward	500%	15 órával ezelőtt	timelapse	Eddig tartott: 14 óra	
2026-07-28T07:07:00Z	21	hogyan tudnék élni nélküled	500+ keresés	trending_up	Aktív	3 órája	500+	arrow_upward	300%	3 órával ezelőtt	trending_up	Aktív	hogyan tudnék élni nélküled 2
2026-07-28T07:07:00Z	22	deviza	200+ keresés	trending_up	Aktív	4 órája	200+	arrow_upward	400%	4 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	23	kovács katalin	200+ keresés	trending_up	Aktív	1 órája	200+	arrow_upward	400%	1 órával ezelőtt	trending_up	Aktív	kovács katalin nemzeti kajak-kenu akadémia
2026-07-28T07:07:00Z	24	rendőrőrs	200+ keresés	trending_up	Aktív	11 órája	200+	arrow_upward	400%	11 órával ezelőtt	trending_up	Aktív	
2026-07-28T07:07:00Z	25	erőmű	5 E+ keresés	timelapse	Eddig tartott: 22 óra	22 órája	5 E+	arrow_upward	1 000%	22 órával ezelőtt	timelapse	Eddig tartott: 22 óra	
2026-07-28T07:07:00Z	26	kárpátalja	2 E+ keresés	timelapse	Eddig tartott: 18 óra	19 órája	2 E+	arrow_upward	1 000%	19 órával ezelőtt	timelapse	Eddig tartott: 18 óra	
2026-07-28T07:07:00Z	27	napfogyatkozás 2026	1 E+ keresés	timelapse	Eddig tartott: 18 óra	18 órája	1 E+	arrow_upward	300%	18 órával ezelőtt	timelapse	Eddig tartott: 18 óra	
2026-07-28T07:07:00Z	28	nyugdíj	10 E+ keresés	timelapse	Eddig tartott: 4 óra	17 órája	10 E+	arrow_upward	1 000%	17 órával ezelőtt	timelapse	Eddig tartott: 4 óra	
2026-07-28T07:07:00Z	29	2026	10 E+ keresés	timelapse	Eddig tartott: 5 óra	23 órája	10 E+	arrow_upward	700%	23 órával ezelőtt	timelapse	Eddig tartott: 5 óra	
2026-07-28T07:07:00Z	30	tarr zoltán	2 E+ keresés	timelapse	Eddig tartott: 7 óra	22 órája	2 E+	arrow_upward	1 000%	22 órával ezelőtt	timelapse	Eddig tartott: 7 óra	pataky attila
2026-07-28T07:07:00Z	31	mezőgazdaság	500+ keresés	timelapse	Eddig tartott: 2 óra	4 órája	500+	arrow_upward	1 000%	4 órával ezelőtt	timelapse	Eddig tartott: 2 óra	
2026-07-28T07:07:00Z	32	egyetem	1 E+ keresés	timelapse	Eddig tartott: 21 óra	22 órája	1 E+	arrow_upward	900%	22 órával ezelőtt	timelapse	Eddig tartott: 21 óra	
2026-07-28T07:07:00Z	33	mtk–zalaegerszeg	2 E+ keresés	timelapse	Eddig tartott: 3 óra	13 órája	2 E+	arrow_upward	1 000%	13 órával ezelőtt	timelapse	Eddig tartott: 3 óra	mtk; mtk zte; zte
2026-07-28T07:07:00Z	34	gázolaj	500+ keresés	timelapse	Eddig tartott: 1 óra	3 órája	500+	arrow_upward	300%	3 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T07:07:00Z	35	csapadék	1 E+ keresés	timelapse	Eddig tartott: 4 óra	4 órája	1 E+	arrow_upward	300%	4 órával ezelőtt	timelapse	Eddig tartott: 4 óra	radarkép
2026-07-28T07:07:00Z	36	víz	1 E+ keresés	timelapse	Eddig tartott: 12 óra	13 órája	1 E+	arrow_upward	1 000%	13 órával ezelőtt	timelapse	Eddig tartott: 12 óra	
2026-07-28T07:07:00Z	37	július 28	200+ keresés	timelapse	Eddig tartott: 5 óra	5 órája	200+	arrow_upward	300%	5 órával ezelőtt	timelapse	Eddig tartott: 5 óra	
2026-07-28T07:07:00Z	38	telihold 2026 július	500+ keresés	timelapse	Eddig tartott: 5 óra	12 órája	500+	arrow_upward	500%	12 órával ezelőtt	timelapse	Eddig tartott: 5 óra	napi horoszkóp
2026-07-28T07:07:00Z	39	medián tisza fidesz	1 E+ keresés	timelapse	Eddig tartott: 3 óra	20 órája	1 E+	arrow_upward	1 000%	20 órával ezelőtt	timelapse	Eddig tartott: 3 óra	publicus intézet; medián felmérés
2026-07-28T07:07:00Z	40	országos jégkármérséklő rendszer	100+ keresés	timelapse	Eddig tartott: 1 óra	2 órája	100+	arrow_upward	900%	2 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T07:07:00Z	41	medián	500+ keresés	timelapse	Eddig tartott: 7 óra	23 órája	500+	arrow_upward	900%	23 órával ezelőtt	timelapse	Eddig tartott: 7 óra	
2026-07-28T07:07:00Z	42	f–16 fighting falcon	500+ keresés	timelapse	Eddig tartott: 4 óra	19 órája	500+	arrow_upward	1 000%	19 órával ezelőtt	timelapse	Eddig tartott: 4 óra	
2026-07-28T07:07:00Z	43	liga	200+ keresés	timelapse	Eddig tartott: 13 óra	15 órája	200+	arrow_upward	600%	15 órával ezelőtt	timelapse	Eddig tartott: 13 óra	
2026-07-28T07:07:00Z	44	balog zoltán	500+ keresés	timelapse	Eddig tartott: 3 óra	19 órája	500+	arrow_upward	1 000%	19 órával ezelőtt	timelapse	Eddig tartott: 3 óra	
2026-07-28T07:07:00Z	45	parlament	1 E+ keresés	timelapse	Eddig tartott: 5 óra	22 órája	1 E+	arrow_upward	300%	22 órával ezelőtt	timelapse	Eddig tartott: 5 óra	
2026-07-28T07:07:00Z	46	szíjj lászló	1 E+ keresés	timelapse	Eddig tartott: 2 óra	16 órája	1 E+	arrow_upward	1 000%	16 órával ezelőtt	timelapse	Eddig tartott: 2 óra	koncesszió
2026-07-28T07:07:00Z	47	tűzijáték	200+ keresés	timelapse	Eddig tartott: 4 óra	15 órája	200+	arrow_upward	700%	15 órával ezelőtt	timelapse	Eddig tartott: 4 óra	
2026-07-28T07:07:00Z	48	ominimo	200+ keresés	timelapse	Eddig tartott: 2 óra	23 órája	200+	arrow_upward	400%	23 órával ezelőtt	timelapse	Eddig tartott: 2 óra	
2026-07-28T07:07:00Z	49	vívó-világbajnokság	200+ keresés	timelapse	Eddig tartott: 1 óra	18 órája	200+	arrow_upward	600%	18 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T07:07:00Z	50	vonatbaleset tállya	200+ keresés	timelapse	Eddig tartott: 1 óra	23 órája	200+	arrow_upward	600%	23 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T07:07:00Z	51	időkép budapest	200+ keresés	timelapse	Eddig tartott: 40 perc	17 órája	200+	arrow_upward	300%	17 órával ezelőtt	timelapse	Eddig tartott: 40 perc	
2026-07-28T07:07:00Z	52	bűncselekmény	100+ keresés	timelapse	Eddig tartott: 1 óra	16 órája	100+	arrow_upward	600%	16 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T13:49:00Z	1	berki jános	20 E+ keresés	trending_up	Aktív	18 órája	20 E+	arrow_upward	1 000%	18 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	2	élelmiszer	20 E+ keresés	trending_up	Aktív	23 órája	20 E+	arrow_upward	1 000%	23 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	3	bangó sándor	20 E+ keresés	trending_up	Aktív	6 órája	20 E+	arrow_upward	1 000%	6 órával ezelőtt	trending_up	Aktív	bangó sándor zsolti bácsi; semjén zsolt; + 10 további
2026-07-28T13:49:00Z	4	takács péter	10 E+ keresés	trending_up	Aktív	18 órája	10 E+	arrow_upward	1 000%	18 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	5	lengyelország	5 E+ keresés	trending_up	Aktív	6 órája	5 E+	arrow_upward	1 000%	6 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	6	jég	5 E+ keresés	trending_up	Aktív	4 órája	5 E+	arrow_upward	1 000%	4 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	7	nyugdíjpénztár	5 E+ keresés	trending_up	Aktív	3 órája	5 E+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	kormány
2026-07-28T13:49:00Z	8	m4-es autóút	2 E+ keresés	trending_up	Aktív	18 órája	2 E+	arrow_upward	1 000%	18 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	9	chelsea–western sydney wanderers	2 E+ keresés	trending_up	Aktív	4 órája	2 E+	arrow_upward	1 000%	4 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	10	hujber ferenc felesége	2 E+ keresés	trending_up	Aktív	3 órája	2 E+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	szőke krisztina; hujber ferenc
2026-07-28T13:49:00Z	11	breel embolo	1 E+ keresés	trending_up	Aktív	3 órája	1 E+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	12	pokorni zoltán	2 E+ keresés	trending_up	Aktív	5 órája	2 E+	arrow_upward	1 000%	5 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	13	lech wałęsa	5 E+ keresés	trending_up	Aktív	7 órája	5 E+	arrow_upward	1 000%	7 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	14	atomerőmű	2 E+ keresés	trending_up	Aktív	3 órája	2 E+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	víz; csapadék
2026-07-28T13:49:00Z	15	meccsjegy fradi	2 E+ keresés	trending_up	Aktív	2 órája	2 E+	arrow_upward	1 000%	2 órával ezelőtt	trending_up	Aktív	fradi meccsjegy; meccsjegy fradi.hu; + 4 további
2026-07-28T13:49:00Z	16	stohl andrás	500+ keresés	trending_up	Aktív	4 órája	500+	arrow_upward	1 000%	4 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	17	bús balázs	1 E+ keresés	trending_up	Aktív	3 órája	1 E+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	telex hu
2026-07-28T13:49:00Z	18	xbox	1 E+ keresés	trending_up	Aktív	4 órája	1 E+	arrow_upward	800%	4 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	19	dunaújváros pase	5 E+ keresés	trending_up	Aktív	23 órája	5 E+	arrow_upward	1 000%	23 órával ezelőtt	trending_up	Aktív	dunaújváros fc
2026-07-28T13:49:00Z	20	most wanted	500+ keresés	trending_up	Aktív	2 órája	500+	arrow_upward	1 000%	2 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	21	médiaszolgáltatás támogató és vagyonkezelő alap	2 E+ keresés	trending_up	Aktív	18 órája	2 E+	arrow_upward	800%	18 órával ezelőtt	trending_up	Aktív	médiaszolgáltatás-támogató és vagyonkezelő alap
2026-07-28T13:49:00Z	22	h5-ös hév	200+ keresés	trending_up	Aktív	2 órája	200+	arrow_upward	700%	2 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	23	rtl most wanted	200+ keresés	trending_up	Aktív	1 órája	200+	arrow_upward	1 000%	1 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	24	m0 baleset	100+ keresés	trending_up	Aktív	1 órája	100+	arrow_upward	1 000%	1 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	25	kumamoto	200+ keresés	trending_up	Aktív	1 órája	200+	arrow_upward	1 000%	1 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	26	lévai anikó	5 E+ keresés	timelapse	Eddig tartott: 21 óra	23 órája	5 E+	arrow_upward	1 000%	23 órával ezelőtt	timelapse	Eddig tartott: 21 óra	
2026-07-28T13:49:00Z	27	deutsch tamás	200+ keresés	trending_up	Aktív	2 órája	200+	arrow_upward	1 000%	2 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	28	sony interactive entertainment	100+ keresés	trending_up	Aktív	1 órája	100+	arrow_upward	600%	1 órával ezelőtt	trending_up	Aktív	
2026-07-28T13:49:00Z	29	hankó balázs	2 E+ keresés	timelapse	Eddig tartott: 18 óra	23 órája	2 E+	arrow_upward	1 000%	23 órával ezelőtt	timelapse	Eddig tartott: 18 óra	
2026-07-28T13:49:00Z	30	gyógyszer	1 E+ keresés	timelapse	Eddig tartott: 9 óra	9 órája	1 E+	arrow_upward	1 000%	9 órával ezelőtt	timelapse	Eddig tartott: 9 óra	
2026-07-28T13:49:00Z	31	szűcs gábor	2 E+ keresés	timelapse	Eddig tartott: 12 óra	18 órája	2 E+	arrow_upward	1 000%	18 órával ezelőtt	timelapse	Eddig tartott: 12 óra	
2026-07-28T13:49:00Z	32	kisalföld	2 E+ keresés	timelapse	Eddig tartott: 19 óra	22 órája	2 E+	arrow_upward	500%	22 órával ezelőtt	timelapse	Eddig tartott: 19 óra	
2026-07-28T13:49:00Z	33	fradi	500+ keresés	timelapse	Eddig tartott: 1 óra	1 órája	500+	arrow_upward	700%	1 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T13:49:00Z	34	sandra bullock	2 E+ keresés	timelapse	Eddig tartott: 15 óra	22 órája	2 E+	arrow_upward	700%	22 órával ezelőtt	timelapse	Eddig tartott: 15 óra	
2026-07-28T13:49:00Z	35	kassák lajos utca	200+ keresés	timelapse	Eddig tartott: 3 óra	4 órája	200+	arrow_upward	600%	4 órával ezelőtt	timelapse	Eddig tartott: 3 óra	
2026-07-28T13:49:00Z	36	katasztrófa	1 E+ keresés	timelapse	Eddig tartott: 6 óra	10 órája	1 E+	arrow_upward	800%	10 órával ezelőtt	timelapse	Eddig tartott: 6 óra	
2026-07-28T13:49:00Z	37	konténer	200+ keresés	timelapse	Eddig tartott: 2 óra	2 órája	200+	arrow_upward	900%	2 órával ezelőtt	timelapse	Eddig tartott: 2 óra	
2026-07-28T13:49:00Z	38	playstation	500+ keresés	timelapse	Eddig tartott: 10 óra	14 órája	500+	arrow_upward	700%	14 órával ezelőtt	timelapse	Eddig tartott: 10 óra	
2026-07-28T13:49:00Z	39	rendőrőrs	500+ keresés	timelapse	Eddig tartott: 17 óra	18 órája	500+	arrow_upward	500%	18 órával ezelőtt	timelapse	Eddig tartott: 17 óra	
2026-07-28T13:49:00Z	40	galatasaray–venezia	1 E+ keresés	timelapse	Eddig tartott: 13 óra	19 órája	1 E+	arrow_upward	1 000%	19 órával ezelőtt	timelapse	Eddig tartott: 13 óra	
2026-07-28T13:49:00Z	41	a fifa elnöke	500+ keresés	timelapse	Eddig tartott: 13 óra	20 órája	500+	arrow_upward	500%	20 órával ezelőtt	timelapse	Eddig tartott: 13 óra	
2026-07-28T13:49:00Z	42	mtk–zalaegerszeg	2 E+ keresés	timelapse	Eddig tartott: 3 óra	20 órája	2 E+	arrow_upward	1 000%	20 órával ezelőtt	timelapse	Eddig tartott: 3 óra	mtk; mtk zte; zte
2026-07-28T13:49:00Z	43	szolnoki péter temetése	500+ keresés	timelapse	Eddig tartott: 17 óra	24 órája	500+	arrow_upward	600%	24 órával ezelőtt	timelapse	Eddig tartott: 17 óra	
2026-07-28T13:49:00Z	44	medjugorje	100+ keresés	timelapse	Eddig tartott: 2 óra	4 órája	100+	arrow_upward	600%	4 órával ezelőtt	timelapse	Eddig tartott: 2 óra	
2026-07-28T13:49:00Z	45	sydney sweeney	100+ keresés	timelapse	Eddig tartott: 1 óra	1 órája	100+	arrow_upward	600%	1 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T13:49:00Z	46	deviza	200+ keresés	timelapse	Eddig tartott: 5 óra	11 órája	200+	arrow_upward	400%	11 órával ezelőtt	timelapse	Eddig tartott: 5 óra	
2026-07-28T13:49:00Z	47	hogyan tudnék élni nélküled	500+ keresés	timelapse	Eddig tartott: 4 óra	10 órája	500+	arrow_upward	200%	10 órával ezelőtt	timelapse	Eddig tartott: 4 óra	hogyan tudnék élni nélküled 2
2026-07-28T13:49:00Z	48	mezőgazdaság	500+ keresés	timelapse	Eddig tartott: 2 óra	10 órája	500+	arrow_upward	1 000%	10 órával ezelőtt	timelapse	Eddig tartott: 2 óra	
2026-07-28T13:49:00Z	49	kovács katalin	200+ keresés	timelapse	Eddig tartott: 3 óra	8 órája	200+	arrow_upward	300%	8 órával ezelőtt	timelapse	Eddig tartott: 3 óra	kovács katalin nemzeti kajak-kenu akadémia
2026-07-28T13:49:00Z	50	palikék világa	200+ keresés	timelapse	Eddig tartott: 3 óra	9 órája	200+	arrow_upward	400%	9 órával ezelőtt	timelapse	Eddig tartott: 3 óra	
2026-07-28T13:49:00Z	51	potfelveteli 2026	200+ keresés	timelapse	Eddig tartott: 4 óra	6 órája	200+	arrow_upward	300%	6 órával ezelőtt	timelapse	Eddig tartott: 4 óra	
2026-07-28T13:49:00Z	52	telihold 2026 július	500+ keresés	timelapse	Eddig tartott: 5 óra	19 órája	500+	arrow_upward	500%	19 órával ezelőtt	timelapse	Eddig tartott: 5 óra	
2026-07-28T13:49:00Z	53	gázolaj	500+ keresés	timelapse	Eddig tartott: 1 óra	10 órája	500+	arrow_upward	300%	10 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T13:49:00Z	54	július 28	200+ keresés	timelapse	Eddig tartott: 6 óra	12 órája	200+	arrow_upward	200%	12 órával ezelőtt	timelapse	Eddig tartott: 6 óra	
2026-07-28T13:49:00Z	55	nemzeti vagyonvisszaszerzési és vagyonvédelmi hivatal	100+ keresés	timelapse	Eddig tartott: 30 perc	2 órája	100+	arrow_upward	800%	2 órával ezelőtt	timelapse	Eddig tartott: 30 perc	
2026-07-28T13:49:00Z	56	liga	200+ keresés	timelapse	Eddig tartott: 13 óra	22 órája	200+	arrow_upward	600%	22 órával ezelőtt	timelapse	Eddig tartott: 13 óra	
2026-07-28T13:49:00Z	57	szalmonella	200+ keresés	timelapse	Eddig tartott: 1 óra	9 órája	200+	arrow_upward	1 000%	9 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-28T13:49:00Z	58	színész	100+ keresés	timelapse	Eddig tartott: 50 perc	4 órája	100+	arrow_upward	600%	4 órával ezelőtt	timelapse	Eddig tartott: 50 perc	
2026-07-28T13:49:00Z	59	országos jégkármérséklő rendszer	200+ keresés	timelapse	Eddig tartott: 3 óra	9 órája	200+	arrow_upward	500%	9 órával ezelőtt	timelapse	Eddig tartott: 3 óra	
2026-07-28T13:49:00Z	60	tűzijáték	200+ keresés	timelapse	Eddig tartott: 4 óra	22 órája	200+	arrow_upward	700%	22 órával ezelőtt	timelapse	Eddig tartott: 4 óra	
2026-07-28T13:49:00Z	61	szíjj lászló	500+ keresés	timelapse	Eddig tartott: 2 óra	23 órája	500+	arrow_upward	1 000%	23 órával ezelőtt	timelapse	Eddig tartott: 2 óra	
2026-07-28T13:49:00Z	62	napi horoszkóp	200+ keresés	timelapse	Eddig tartott: 6 óra	12 órája	200+	arrow_upward	100%	12 órával ezelőtt	timelapse	Eddig tartott: 6 óra	
2026-07-28T13:49:00Z	63	bűncselekmény	100+ keresés	timelapse	Eddig tartott: 1 óra	23 órája	100+	arrow_upward	600%	23 órával ezelőtt	timelapse	Eddig tartott: 1 óra	
2026-07-29T07:35:00Z	1	bangó sándor zsolti bácsi	20 E+ keresés	trending_up	Aktív	19 órája	20 E+	arrow_upward	1 000%	19 órával ezelőtt	trending_up	Aktív	bango sandor; zsolti bácsi; semjen zsolt; + 4 további
2026-07-29T07:35:00Z	2	nyugdíjpénztár	5 E+ keresés	trending_up	Aktív	21 órája	5 E+	arrow_upward	1 000%	21 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	3	bús balázs	2 E+ keresés	trending_up	Aktív	20 órája	2 E+	arrow_upward	1 000%	20 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	4	szőke krisztina	5 E+ keresés	trending_up	Aktív	22 órája	5 E+	arrow_upward	1 000%	22 órával ezelőtt	trending_up	Aktív	hujber ferenc felesége; hujber ferenc; + 1 további
2026-07-29T07:35:00Z	5	pénzcentrum.hu	1 E+ keresés	trending_up	Aktív	1 órája	1 E+	arrow_upward	1 000%	1 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	6	andy burnham	2 E+ keresés	trending_up	Aktív	12 órája	2 E+	arrow_upward	1 000%	12 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	7	medvetámadás	2 E+ keresés	trending_up	Aktív	16 órája	2 E+	arrow_upward	1 000%	16 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	8	hőségriasztás	2 E+ keresés	trending_up	Aktív	16 órája	2 E+	arrow_upward	1 000%	16 órával ezelőtt	trending_up	Aktív	hőségriadó; harmadfokú hőségriasztás
2026-07-29T07:35:00Z	9	el niño	2 E+ keresés	trending_up	Aktív	4 órája	2 E+	arrow_upward	1 000%	4 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	10	vírus	1 E+ keresés	trending_up	Aktív	3 órája	1 E+	arrow_upward	1 000%	3 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	11	telihold	2 E+ keresés	trending_up	Aktív	15 órája	2 E+	arrow_upward	700%	15 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	12	mvm paksi atomerőmű zrt.	2 E+ keresés	trending_up	Aktív	16 órája	2 E+	arrow_upward	900%	16 órával ezelőtt	trending_up	Aktív	vízállás; atomerőmű; duna vízállás
2026-07-29T07:35:00Z	13	lopás	1 E+ keresés	trending_up	Aktív	16 órája	1 E+	arrow_upward	1 000%	16 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	14	herceg	5 E+ keresés	timelapse	Eddig tartott: 17 óra	17 órája	5 E+	arrow_upward	1 000%	17 órával ezelőtt	timelapse	Eddig tartott: 17 óra	
2026-07-29T07:35:00Z	15	közel-kelet	200+ keresés	trending_up	Aktív	1 órája	200+	arrow_upward	800%	1 órával ezelőtt	trending_up	Aktív	
2026-07-29T07:35:00Z	16	breel embolo	2 E+ keresés	timelapse	Eddig tartott: 20 óra	20 órája	2 E+	arrow_upward	1 000%	20 órával ezelőtt	timelapse	Eddig tartott: 20 óra	
2026-07-29T07:35:00Z	17	karácsony gergely	1 E+ keresés	timelapse	Eddig tartott: 15 óra	15 órája	1 E+	arrow_upward	700%	15 órával ezelőtt	timelapse	Eddig tartott: 15 óra	
2026-07-29T07:35:00Z	18	jég	5 E+ keresés	timelapse	Eddig tartott: 11 óra	21 órája	5 E+	arrow_upward	1 000%	21 órával ezelőtt	timelapse	Eddig tartott: 11 óra	
2026-07-29T07:35:00Z	19	ferencvárosi tc	2 E+ keresés	timelapse	Eddig tartott: 3 óra	4 órája	2 E+	arrow_upward	200%	4 órával ezelőtt	timelapse	Eddig tartott: 3 óra	fradi
2026-07-29T07:35:00Z	20	aston villa–real sociedad	2 E+ keresés	timelapse	Eddig tartott: 12 óra	13 órája	2 E+	arrow_upward	1 000%	13 órával ezelőtt	timelapse	Eddig tartott: 12 óra	
2026-07-29T07:35:00Z	21	pokorni zoltán	2 E+ keresés	timelapse	Eddig tartott: 22 óra	23 órája	2 E+	arrow_upward	1 000%	23 órával ezelőtt	timelapse	Eddig tartott: 22 óra	
2026-07-29T07:35:00Z	22	angol első osztályú labdarúgó bajnokság	1 E+ keresés	timelapse	Eddig tartott: 12 óra	12 órája	1 E+	arrow_upward	700%	12 órával ezelőtt	timelapse	Eddig tartott: 12 óra	angol első osztályú labdarúgó-bajnokság
2026-07-29T07:35:00Z	23	ukránok	500+ keresés	timelapse	Eddig tartott: 13 óra	14 órája	500+	arrow_upward	900%	14 órával ezelőtt	timelapse	Eddig tartott: 13 óra	
2026-07-29T07:35:00Z	24	stohl andrás	2 E+ keresés	timelapse	Eddig tartott: 20 óra	21 órája	2 E+	arrow_upward	1 000%	21 órával ezelőtt	timelapse	Eddig tartott: 20 óra	
2026-07-29T07:35:00Z	25	diósgyőri vtk	200+ keresés	timelapse	Eddig tartott: 5 óra	5 órája	200+	arrow_upward	600%	5 órával ezelőtt	timelapse	Eddig tartott: 5 óra	
2026-07-29T07:35:00Z	26	oroszok	2 E+ keresés	timelapse	Eddig tartott: 13 óra	16 órája	2 E+	arrow_upward	1 000%	16 órával ezelőtt	timelapse	Eddig tartott: 13 óra	
